Purchase_Order,Vendor,geo_lat,geo_long,Materials,Quantity,Price,Delivery_Date
661,"Wyman, Lemke and Nitzsche",13.4932664,100.9637456,Rubber,765,2511,6/12/2022
662,Corwin LLC,9.1482421,9.7985457,Brass,721,524,6/14/2021
663,Hartmann and Sons,39.918983,116.47861,Rubber,130,1854,12/20/2020
664,Abbott Group,40.0397682,-75.145782,Plexiglass,174,2944,8/21/2020
665,McGlynn and Sons,32.006965,119.847051,Wood,565,3273,7/28/2022
666,Schulist-Cartwright,25.227212,100.307174,Stone,319,2781,11/29/2020
667,"Wilderman, Crooks and Goyette",49.1472664,-102.9866567,Plexiglass,347,1458,11/16/2020
668,"Weissnat, Strosin and Dooley",56.7155821,16.6880656,Steel,13,1627,9/12/2021
669,"Kuvalis, Zulauf and Rogahn",13.8493774,120.1022118,Steel,125,412,2/7/2023
670,Corkery and Sons,-7.2133284,110.3934388,Stone,284,1228,1/8/2022
671,"O'Reilly, Satterfield and Bauch",39.803681,112.073298,Plexiglass,404,2864,4/27/2021
672,"Hegmann, Morar and Will",36.5750373,52.026838,Granite,593,33,4/13/2022
673,"Watsica, Gleason and Leffler",9.7525077,105.2897042,Stone,505,1528,6/3/2022
674,Cummerata-Ratke,-26.183307,27.6830843,Wood,492,1951,11/9/2022
675,Romaguera Inc,42.0256471,24.1082622,Vinyl,227,88,8/30/2021
676,Schmidt and Sons,2.449478,-75.772917,Brass,760,1149,7/4/2020
677,"Hoppe, Kris and Kuphal",39.4625,21.65861,Rubber,818,761,4/16/2022
678,"Osinski, Kirlin and Brekke",49.0096906,2.5479245,Stone,880,2240,1/16/2022
679,Bergnaum Inc,-8.6276559,116.1979749,Vinyl,298,3261,11/14/2020
680,"Quitzon, Toy and Shields",34.1680953,132.1831963,Plexiglass,61,3255,6/2/2021
681,Turner and Sons,37.612712,113.707184,Steel,188,1498,2/16/2023
682,"Bode, Koch and Terry",29.276219,90.081241,Brass,204,861,7/14/2021
683,Ruecker-Brakus,24.8697215,89.3700108,Wood,712,895,2/12/2022
684,Renner Inc,50.716719,3.16806,Plastic,85,2959,7/15/2021
685,"Hodkiewicz, Bailey and Wiegand",52.1557661,11.5721966,Wood,837,2815,12/8/2022
686,"Marvin, Waters and Skiles",30.6509359,131.0436289,Vinyl,450,1158,12/23/2022
687,Stokes-Smith,63.839604,-22.410284,Brass,694,718,7/22/2022
688,"Shields, Aufderhar and Schmeler",30.5211502,112.8915932,Plexiglass,864,2872,6/27/2020
689,"Gerhold, Waters and Kozey",34.010666,104.395657,Plastic,913,723,11/5/2020
690,"Rohan, Schumm and Kunde",38.341245,101.193664,Wood,146,583,4/3/2022
691,Kunze-D'Amore,41.8408189,23.0786372,Plastic,163,2045,7/10/2020
692,Hansen Group,-17.4806228,-70.1229081,Plexiglass,364,2964,2/22/2021
693,Kassulke and Sons,11.2934532,2.435696,Glass,793,2732,1/16/2021
694,Kovacek Inc,-6.7796462,107.9276672,Plastic,880,3824,6/22/2021
695,"Lowe, Crooks and MacGyver",47.594843,1.3155028,Steel,547,2258,5/13/2021
696,Dooley-Stokes,-22.7561319,-43.4607419,Rubber,93,601,9/26/2022
697,Hahn-Nolan,54.2787562,18.5760979,Wood,530,3677,2/25/2023
698,McCullough and Sons,-6.4933318,106.8809319,Steel,443,3957,10/11/2020
699,Ullrich Inc,59.4430147,29.4885599,Steel,926,1310,8/30/2022
700,"Mayer, Koepp and Stokes",49.4992,-98.00156,Plexiglass,504,3529,3/8/2022
701,Orn Group,36.4051945,47.1156092,Rubber,843,3980,6/5/2021
702,"Hartmann, Schulist and Schumm",48.13348,-78.13283,Steel,801,1294,5/27/2021
703,"Langworth, Koepp and Schmidt",34.0542897,-4.4259259,Granite,424,2980,9/10/2022
704,Mertz LLC,-12.7822122,45.2582086,Vinyl,336,881,5/11/2022
705,"Fay, Reichel and Howell",-8.1934,113.2618,Granite,373,3401,10/30/2020
706,Rowe-Mueller,23.020673,113.751799,Granite,570,3824,9/23/2020
707,Rolfson-Schmidt,44.9863911,-93.3808756,Rubber,91,276,3/24/2021
708,Heller LLC,55.9562612,92.5796162,Wood,315,2681,9/1/2020
709,Cruickshank Group,38.6502909,-9.2157735,Granite,772,177,10/1/2021
710,Luettgen-Lang,56.9335219,24.2886319,Plastic,783,1332,2/15/2022
711,Langosh-Dare,34.6330462,136.524372,Plastic,551,96,12/5/2021
712,Douglas and Sons,3.2093353,101.6716295,Steel,520,1708,11/16/2022
713,Vandervort and Sons,-1.371775,-48.3854399,Rubber,742,985,5/12/2022
714,Sipes and Sons,26.647661,106.630153,Glass,64,506,11/23/2020
715,Steuber Group,57.2952246,13.5655522,Granite,278,2806,2/14/2023
716,"Brakus, Goldner and Gottlieb",21.17016,110.084068,Granite,509,3812,12/25/2021
717,Mertz-Deckow,34.17,-118.12,Granite,875,234,9/20/2020
718,"Pacocha, Abshire and Denesik",-12.5502705,28.2409671,Glass,452,2750,1/31/2023
719,Satterfield-O'Conner,-27.3782073,-55.9209171,Rubber,304,2421,7/27/2022
720,Frami-Paucek,37.9273983,69.8001762,Vinyl,188,3436,2/5/2023
721,"Abernathy, Effertz and Jerde",-6.9620686,108.4854717,Granite,214,41,6/24/2020
722,"Schroeder, Turner and Nitzsche",52.08234,5.1175293,Rubber,905,3307,11/7/2020
723,Boyle-Kuhlman,45.85007,-72.0658,Vinyl,531,3849,5/10/2022
724,Baumbach-Lindgren,14.4409724,120.9950071,Plexiglass,129,1919,4/23/2022
725,"Ryan, Stoltenberg and Adams",46.6199321,32.7072675,Rubber,416,981,7/7/2022
726,"White, Sipes and Hudson",54.1433253,-9.7359765,Granite,852,236,3/21/2021
727,Hartmann Inc,50.6276718,81.911898,Glass,718,1357,1/17/2022
728,Gerlach-Murphy,-37.5481968,-62.7684331,Plexiglass,966,858,8/6/2021
729,Hirthe LLC,55.8215671,44.6852174,Stone,867,3447,10/29/2020
730,Waters-Kub,30.945515,117.81154,Rubber,125,1788,9/22/2020
731,"Hermiston, Zieme and Ankunding",-5.4430889,-35.8716137,Vinyl,161,2789,3/12/2021
732,Reynolds Group,58.2031055,40.1130016,Glass,733,1309,11/1/2021
733,Orn Group,34.5403537,-4.8015285,Steel,935,1436,3/16/2023
734,Macejkovic Inc,7.4368244,3.2885455,Aluminum,326,3515,2/27/2021
735,Lesch-Bradtke,14.0031627,0.7556575,Plastic,746,1398,7/7/2020
736,"Ward, Cremin and Larkin",-31.4951912,25.0080443,Stone,224,2958,12/27/2022
737,"Cronin, Erdman and Mann",52.9352213,70.188509,Wood,35,787,9/13/2020
738,Lakin Inc,13.6119882,99.6118667,Stone,30,367,10/17/2021
739,Maggio Inc,40.7655701,22.4916502,Plexiglass,473,1460,12/4/2022
740,Predovic-Mitchell,55.8426843,38.1871216,Steel,738,3181,1/23/2023
741,Hagenes Inc,16.75245,100.2625222,Rubber,531,3005,9/15/2022
742,Turner-Nicolas,44.8464736,33.6744583,Stone,897,3986,11/1/2020
743,Schowalter-Hoeger,10.7908,124.014,Rubber,430,2002,6/1/2020
744,Cummings-Lehner,32.10233,35.321847,Glass,607,1746,7/23/2022
745,"Lynch, Welch and Kertzmann",-7.5740867,112.28609,Plastic,256,3772,5/19/2022
746,"Greenholt, O'Hara and Bartell",47.2391802,9.5572045,Glass,475,864,9/10/2021
747,Kiehn-Watsica,9.090009,126.162783,Stone,726,483,9/10/2022
748,Swaniawski and Sons,50.0804826,16.9364145,Rubber,870,55,12/28/2020
749,Lubowitz and Sons,53.3004898,-6.2634596,Rubber,30,642,2/21/2021
750,VonRueden-Grimes,31.211077,117.393358,Granite,345,715,11/16/2020
751,"Heathcote, Baumbach and Metz",9.915551,-84.031286,Wood,256,1899,2/16/2021
752,Sawayn LLC,42.0275439,23.9915523,Wood,79,2810,8/26/2021
753,Fahey-Reichert,7.1302807,-3.2030756,Brass,165,817,4/3/2021
754,Ondricka Inc,13.6532561,100.5633676,Granite,39,2597,4/24/2022
755,"Hills, Buckridge and Abbott",-9.7040122,124.1114621,Granite,131,367,8/19/2021
756,Kuphal and Sons,-4.0087147,136.0369403,Steel,469,3790,1/25/2023
757,Zieme-Rogahn,48.3424531,24.5753746,Aluminum,406,3236,6/15/2022
758,"West, Feest and Buckridge",42.2368,46.83073,Vinyl,230,3662,11/9/2022
759,Glover-Russel,49.5670697,6.1544928,Glass,517,1450,3/15/2023
760,Rau-Hyatt,-6.9726393,110.7629067,Aluminum,361,2136,10/4/2022
761,Abshire-Dicki,-1.3524989,-48.2592606,Granite,58,3806,5/31/2021
762,Green-Koelpin,44.1946802,4.0430608,Wood,628,1758,1/13/2021
763,Baumbach-Roberts,-7.380316,107.9917034,Plastic,889,3232,3/10/2021
764,Osinski-Predovic,35.819227,108.019549,Rubber,669,3288,12/14/2020
765,Heidenreich Inc,-6.9842,112.4909,Plastic,814,3536,8/5/2020
766,"Lueilwitz, McClure and Hettinger",39.0000158,140.0433007,Steel,20,778,11/29/2021
767,Ferry Inc,3.0100681,101.5326734,Rubber,196,3142,12/28/2020
768,"Gerlach, Johnston and Bauch",-7.0802569,108.5127903,Glass,148,2344,6/15/2022
769,"Moore, Koepp and Reinger",62.2030006,23.1762739,Plexiglass,649,2726,4/12/2022
770,Effertz LLC,15.847683,120.9187827,Rubber,839,2288,9/11/2022
771,"Baumbach, Renner and Prohaska",29.355908,109.671458,Stone,864,236,11/5/2022
772,"Dach, Quigley and Brekke",29.483344,-98.5207797,Vinyl,137,2258,7/23/2020
773,"Schumm, Batz and Cummings",43.0449888,45.7296087,Wood,456,1977,5/28/2021
774,Gleichner-Hickle,39.5013158,-0.3889622,Stone,1000,3774,2/23/2022
775,"Murray, Jaskolski and Harris",49.5111458,17.5282441,Rubber,475,577,7/14/2022
776,Douglas-Wilkinson,6.552741,-72.5003179,Plexiglass,581,2011,12/27/2022
777,Cummerata Group,-7.7913526,111.9343636,Wood,535,3689,7/30/2020
778,Bayer-Casper,-6.8292253,107.3532717,Plastic,182,2326,1/3/2022
779,"O'Reilly, Weber and Thompson",1.259619,101.213097,Plastic,582,1006,1/31/2023
780,Rosenbaum Inc,52.574095,-0.672296,Plastic,630,1689,12/24/2021
781,MacGyver-Dare,43.61812,118.05545,Glass,949,1449,1/21/2021
782,"Wilderman, Bailey and Osinski",14.5508865,121.0075554,Aluminum,146,2211,7/5/2021
783,Jacobi Group,45.6138162,20.0459853,Wood,874,3336,3/8/2022
784,"Effertz, Schulist and Brown",40.910754,22.8722799,Plastic,427,1601,9/20/2020
785,"Koss, Kessler and Bahringer",-6.5801079,-76.2609463,Aluminum,968,622,7/27/2021
786,"Corwin, Donnelly and Ruecker",49.9211825,19.4250873,Brass,483,592,7/25/2022
787,Schaden-Hyatt,22.3348365,91.8365195,Plastic,729,2707,5/7/2022
788,Jenkins LLC,29.5530941,118.9353968,Wood,516,2771,12/1/2022
789,"Howe, Lang and Herman",13.634726,-86.8107363,Aluminum,477,1880,7/17/2022
790,Yundt-Bahringer,-10.4318725,105.6735131,Vinyl,58,1627,10/12/2021
791,"Welch, Hauck and Von",27.218444,116.525725,Brass,864,3905,7/8/2020
792,Dickinson LLC,-8.4044008,116.5491893,Plexiglass,901,1717,1/7/2021
793,"Gibson, Kreiger and Klocko",22.8159074,-82.7589859,Plexiglass,414,1791,3/11/2022
794,DuBuque LLC,45.0486976,16.3746171,Granite,561,3109,9/25/2020
795,Johnson-Macejkovic,38.052038,114.466022,Stone,121,1390,8/23/2021
796,"Ondricka, Carroll and Feest",43.61812,118.05545,Steel,750,1657,10/21/2020
797,Treutel-Russel,57.1887898,14.0089418,Wood,586,1597,5/19/2021
798,"Kozey, Lind and Walker",-24.9288708,-53.4392535,Plexiglass,198,1373,6/6/2022
799,Hagenes LLC,31.800198,107.014924,Brass,878,2610,10/21/2021
800,Bahringer LLC,-22.3595631,-47.3853435,Aluminum,172,3316,9/28/2020
801,Lindgren Inc,35.8659607,14.5139265,Granite,193,2697,6/22/2021
802,"McKenzie, Baumbach and Koss",55.0099537,39.0764494,Plastic,709,2690,12/11/2022
803,Olson Group,-7.2119433,108.1591732,Glass,41,2038,9/30/2021
804,"Nicolas, Veum and Bernhard",48.1735752,91.7678144,Plastic,280,3224,1/10/2021
805,"Zemlak, Dickens and Denesik",-1.7775816,37.1097748,Plastic,842,84,11/3/2020
806,Kemmer-Morissette,49.1418733,15.673001,Glass,496,3674,9/22/2020
807,Oberbrunner LLC,-7.2694279,112.711668,Rubber,12,3991,4/23/2021
808,Renner Inc,-2.9863926,101.5134398,Plastic,195,1566,3/11/2021
809,"Herzog, Williamson and Stamm",-19.8552965,-44.6113601,Wood,280,1138,1/12/2023
810,"Lockman, Reichert and Huels",12.6813957,101.2816261,Brass,98,3075,10/15/2020
811,"Marvin, Koch and Jones",40.025532,44.5593439,Plastic,423,2225,4/29/2022
812,Schultz Inc,-8.0664795,-34.8843973,Plexiglass,292,377,2/18/2022
813,"Quigley, Haag and Gusikowski",-19.4704956,-42.4548328,Plastic,55,1043,1/23/2021
814,Price-Wiegand,45.9589716,16.3852937,Steel,983,3432,3/15/2023
815,Champlin Inc,30.7058907,76.785812,Brass,836,389,10/23/2020
816,Will-Cassin,28.074649,119.141473,Glass,29,433,1/22/2022
817,"Cartwright, Skiles and Gerlach",21.081585,106.7470536,Glass,777,2405,3/4/2023
818,Walter-Cole,4.6333268,9.4450439,Aluminum,242,904,7/11/2022
819,Bode-Little,48.071593,119.059106,Stone,507,3498,1/21/2022
820,"Gibson, Donnelly and Dickinson",41.4221745,-8.4414281,Plastic,298,3080,3/1/2021
821,Kuhic-Daniel,16.8046261,101.0089066,Glass,203,3254,10/18/2020
822,Stoltenberg-Hackett,-5.1942574,-36.4797126,Stone,740,122,3/24/2023
823,Hoppe Inc,7.9929954,-10.9524441,Wood,65,476,6/13/2020
824,"Sipes, Zieme and Reichel",45.1150317,15.5854843,Rubber,986,926,10/15/2021
825,Goldner-Batz,28.955847,114.532957,Brass,500,3091,6/3/2022
826,"Welch, Glover and Metz",50.2220773,24.8459624,Brass,714,417,8/27/2022
827,"Kautzer, Funk and Schaefer",-8.4236237,120.6027296,Steel,554,1876,11/4/2022
828,Wolff LLC,30.5547139,-84.0801613,Brass,997,1426,3/10/2021
829,Davis-Simonis,30.987804,34.929741,Stone,539,3609,8/2/2022
830,Roberts and Sons,13.8263447,-89.270477,Steel,275,1167,3/30/2022
831,Breitenberg-McDermott,10.7224254,122.2618013,Plastic,847,3904,9/6/2021
832,"Reichert, Bayer and Hackett",-7.8478439,-35.7570657,Vinyl,109,3141,9/6/2022
833,Lueilwitz and Sons,33.8446231,36.5499837,Plexiglass,305,3020,11/24/2021
834,Gorczany-Haag,45.8524432,-73.7572393,Aluminum,258,1446,1/14/2023
835,Will and Sons,59.3409179,18.0754478,Glass,737,3364,1/3/2021
836,"Pollich, Harris and Flatley",17.8963357,101.6578336,Aluminum,419,2053,1/26/2022
837,Mitchell Group,59.4907385,33.7584959,Wood,879,1732,5/20/2021
838,Huel Inc,-9.5463283,118.9996527,Stone,19,3551,9/28/2022
839,Mohr and Sons,9.9165452,-84.1014639,Glass,957,145,2/6/2023
840,DuBuque-Breitenberg,53.5380522,17.2364118,Plexiglass,908,3801,11/30/2020
841,"Beier, Schultz and Hahn",44.6773413,20.4439853,Glass,705,72,4/11/2022
842,Christiansen Inc,42.891255,129.508945,Wood,304,138,12/25/2021
843,"Schaden, Green and Paucek",-6.2904222,106.4945,Steel,803,475,3/24/2021
844,Kautzer Inc,49.7666568,1.1843207,Glass,449,2023,9/9/2022
845,Hagenes and Sons,-9.416667,119.766667,Vinyl,89,1617,1/2/2023
846,Mosciski-Reichert,-14.1102622,-73.8720449,Plexiglass,429,2073,2/8/2023
847,Wolff Group,29.002602,65.6639904,Plexiglass,511,1009,7/30/2022
848,"Bogan, Muller and Block",28.582654,121.365123,Vinyl,827,2990,1/25/2023
849,Strosin Group,-17.5952979,-65.9393064,Aluminum,842,3890,5/18/2021
850,"Herzog, Larkin and Schroeder",20.023731,110.580002,Rubber,324,2270,1/6/2021
851,Schmitt Inc,3.1140502,43.651925,Steel,2,3679,9/22/2021
852,Nader-Mante,39.4598833,48.5509813,Stone,664,375,2/13/2021
853,"Jast, Terry and Kuhic",6.4387946,100.1947477,Plexiglass,77,3723,9/4/2022
854,Reilly Group,11.9170674,5.9832577,Stone,466,1992,3/9/2021
855,Watsica Inc,-6.5483,105.9235,Vinyl,966,3959,3/17/2023
856,"Grady, Toy and Greenholt",-8.2359916,113.6561725,Stone,308,1987,11/14/2022
857,Hahn-Thiel,-8.2641378,-78.1546617,Stone,985,138,8/29/2022
858,Ankunding-Labadie,42.884784,128.033416,Granite,282,1648,10/23/2022
859,Boyle LLC,30.610203,34.801898,Stone,48,963,6/1/2020
860,Luettgen-Terry,-8.188844,122.9287931,Aluminum,568,1384,2/3/2022
861,Flatley-Predovic,-19.0139329,29.7773461,Vinyl,109,736,9/29/2020
862,Wiegand and Sons,39.5779145,48.9718588,Stone,736,1322,8/28/2021
863,Halvorson-Vandervort,35.604025,110.983333,Plastic,899,310,4/24/2022
864,Baumbach-Trantow,44.3348462,132.5565112,Vinyl,778,2869,7/26/2021
865,"Rohan, Mertz and Lemke",-6.7761721,111.4126837,Brass,92,736,10/4/2021
866,Bahringer Inc,35.657343,107.730679,Glass,8,776,1/21/2022
867,Kling and Sons,39.7443294,-89.7286056,Stone,340,1519,1/20/2023
868,Swaniawski-Quigley,45.6467048,122.8448203,Wood,660,3684,6/28/2020
869,Muller-Rowe,42.1072582,-72.5815752,Rubber,499,442,11/7/2021
870,Marks-Kris,30.779444,120.00922,Vinyl,854,644,9/11/2022
871,"Howe, Streich and Lang",-37.7912944,-58.8489331,Aluminum,826,568,6/22/2020
872,Schultz Group,14.93278,47.02763,Stone,296,3998,12/24/2022
873,Spencer-Hickle,-7.5330309,-46.035885,Plastic,977,46,4/17/2022
874,"Boyer, Gislason and Bogisich",26.8035682,91.5039207,Steel,161,3445,2/10/2023
875,Anderson-Jakubowski,31.026394,103.757315,Stone,297,792,1/6/2022
876,"Cassin, Gaylord and McCullough",6.444345,124.925696,Glass,695,2273,9/20/2020
877,"Emmerich, Feeney and Murazik",23.259479,113.824887,Rubber,626,1562,7/24/2021
878,Bode Group,-5.4703809,-80.7477708,Aluminum,92,1504,11/30/2022
879,"Luettgen, Strosin and Kautzer",-13.9792358,-71.4165779,Plastic,929,1605,3/17/2021
880,Ritchie-Monahan,22.1599753,-80.4437781,Brass,25,2726,6/25/2021
881,Sauer Group,-6.9427755,111.2994071,Steel,105,2326,12/7/2021
882,Powlowski Inc,-7.3550776,108.4098014,Steel,703,2007,1/7/2021
883,Runolfsdottir Group,28.55386,112.35518,Steel,126,3699,6/6/2020
884,"Conroy, Becker and Rosenbaum",44.9280296,4.8932938,Aluminum,877,1481,7/11/2021
885,Harber and Sons,0.4990124,29.4527538,Brass,456,690,4/13/2022
886,Haley and Sons,29.555948,113.87801,Granite,684,387,4/26/2022
887,Hauck-Berge,35.202503,102.521807,Vinyl,22,2478,1/28/2022
888,"Roob, Botsford and Kunde",-7.355927,110.6422198,Plastic,884,2994,9/29/2022
889,Kuhlman-Larkin,41.0184587,23.5206341,Brass,147,582,3/3/2021
890,Reichert-Lynch,40.927831,120.632941,Vinyl,996,764,8/17/2022
891,"Crona, Robel and Cronin",45.895779,85.349613,Stone,118,1408,5/13/2021
892,"Douglas, Kuhn and Daniel",38.97513,26.3684411,Wood,86,3860,11/1/2020
893,"Schmitt, Olson and Gaylord",13.5215952,102.1714454,Vinyl,678,310,6/29/2022
894,"O'Hara, Gutkowski and Becker",30.630173,120.565098,Rubber,345,2782,1/22/2023
895,"Fay, Sipes and Bechtelar",-6.5115909,105.652983,Wood,494,3331,8/30/2020
896,"Lockman, Zemlak and Hodkiewicz",29.9905062,120.594551,Glass,218,1942,2/21/2023
897,"Leuschke, Leuschke and Kunde",24.716803,118.476341,Granite,399,2549,5/23/2022
898,O'Keefe and Sons,24.192468,115.665617,Plastic,285,1101,12/29/2022
899,Muller-Hermiston,40.74389,19.93528,Stone,340,1843,1/1/2022
900,Effertz-Paucek,-8.3932,114.8028,Vinyl,543,727,11/23/2021
901,"Mayert, Wolf and Simonis",41.1214256,-8.6080715,Wood,69,3501,12/24/2021
902,Jast Group,6.639497,-73.287406,Glass,870,3164,2/6/2022
903,"Gleichner, Fahey and Toy",47.4485483,19.1990312,Plexiglass,868,371,10/15/2020
904,Renner-Hettinger,18.1402987,-77.0449327,Rubber,551,1298,4/4/2022
905,"Mohr, Bashirian and Kuphal",49.0996492,17.5496163,Wood,697,3436,6/13/2021
906,"Carter, Yost and Cremin",52.44387,15.11697,Brass,578,578,7/26/2020
907,Kuvalis-Hirthe,50.3649126,23.7519532,Steel,403,3065,7/31/2020
908,"Douglas, Kreiger and Feeney",-21.6029893,-48.3644226,Plastic,223,841,12/31/2022
909,Wiegand-Buckridge,-6.9210752,109.1746261,Brass,192,3467,8/15/2020
910,Schiller LLC,12.5683747,99.9576888,Granite,120,3759,11/9/2020
911,Senger-Mante,49.4604602,6.0280525,Rubber,925,608,10/8/2021
912,"Larson, Hoppe and Luettgen",25.112046,99.161761,Glass,840,811,3/5/2021
913,"Cummerata, Ebert and Mills",29.861346,121.448134,Brass,983,921,4/27/2021
914,Schneider-Greenholt,39.0862753,-28.0156811,Plexiglass,230,3003,12/9/2021
915,Durgan-Terry,22.270978,113.576677,Brass,22,1527,2/27/2022
916,Rogahn-Hintz,27.218444,116.525725,Plexiglass,117,1609,2/4/2023
917,Hoppe and Sons,6.8883341,-6.4396888,Rubber,580,2974,1/22/2022
918,Jenkins-Daniel,38.0249,22.73294,Plexiglass,911,3084,6/8/2021
919,Hagenes Inc,41.420018,128.200789,Granite,227,1561,11/27/2020
920,"Zboncak, Glover and Goyette",-6.080007,140.276147,Granite,61,1169,2/16/2022
921,"Cronin, Hudson and VonRueden",25.6923524,-100.2558064,Plastic,800,3185,11/22/2022
922,"Walker, Thiel and Nader",-9.5808,118.9951,Granite,263,169,5/12/2021
923,Beahan-Lakin,32.584368,120.133523,Plexiglass,250,3477,10/25/2021
924,"Olson, Fahey and Bernhard",14.5891663,-90.5326336,Plastic,376,3751,2/21/2023
925,Beahan-Schultz,38.8062871,139.9346659,Aluminum,923,289,10/13/2021
926,Keeling and Sons,-20.5501168,46.8010727,Vinyl,95,86,3/23/2022
927,"Hirthe, Ferry and Graham",49.553517,25.594767,Vinyl,625,1473,7/23/2020
928,Smith Inc,49.5458457,19.0802389,Rubber,627,1296,8/18/2020
929,"Bahringer, Effertz and Lueilwitz",-8.135667,111.5349059,Vinyl,766,2356,1/15/2021
930,"O'Hara, Kub and Muller",18.740381,109.735832,Steel,778,2265,3/21/2021
931,Upton and Sons,47.4494702,-122.307217,Stone,753,482,12/27/2021
932,Gusikowski Group,33.052654,115.996709,Brass,401,2103,3/5/2021
933,Ziemann LLC,57.779388,158.5752259,Plexiglass,533,1375,6/7/2021
934,Hermann-Stracke,13.3793771,-88.3506468,Steel,659,2228,9/11/2021
935,Bradtke-Emmerich,52.4402961,20.6717224,Aluminum,559,2796,11/26/2021
936,Kautzer-Johns,-8.4955,118.2991,Plastic,899,1987,11/12/2022
937,"Pacocha, Lowe and Aufderhar",58.2007895,15.9976985,Brass,95,2142,2/5/2021
938,Hauck Group,12.5840501,-1.2987349,Plastic,512,3239,11/19/2022
939,"Kulas, Grady and Wiegand",43.9497771,20.4469982,Wood,978,2045,5/15/2022
940,White and Sons,-26.6329034,-48.6844637,Granite,376,1043,9/15/2022
941,"Schneider, Kunde and Reichel",63.4400274,10.4024274,Brass,139,3440,9/24/2021
942,Franecki LLC,-7.9655412,110.6008827,Plexiglass,544,1908,4/4/2021
943,Jones and Sons,-6.8312395,111.95523,Vinyl,100,1314,6/21/2021
944,"Gerhold, Brakus and Hartmann",56.178249,37.902732,Glass,179,2687,7/6/2022
945,Streich-Glover,43.0606276,46.459691,Granite,239,227,12/4/2021
946,Hyatt-Koss,34.8456388,138.255437,Stone,522,1797,2/15/2022
947,"Paucek, Wiza and Tillman",41.676243,125.769983,Wood,399,340,10/15/2020
948,"Hoeger, Fahey and D'Amore",-23.3044524,-51.1695824,Plexiglass,851,3130,10/6/2020
949,Strosin-Maggio,27.294359,61.9989579,Steel,735,1724,12/25/2022
950,Padberg-Stokes,53.7406255,55.8746137,Rubber,293,653,7/2/2020
951,Ebert-Boyer,-14.35266,-70.094963,Steel,778,1948,1/4/2021
952,Ryan Inc,13.9052519,122.6448243,Vinyl,468,3429,9/16/2022
953,Dietrich-Goyette,41.2212595,-8.1439987,Stone,332,421,7/26/2020
954,Mills LLC,59.0876483,18.033468,Aluminum,442,1637,12/25/2021
955,"Johnston, Franecki and Romaguera",-7.0071448,113.2989944,Glass,320,2521,11/10/2022
956,Kilback-Miller,34.1009765,114.2138957,Stone,858,1922,5/18/2021
957,Murphy LLC,-7.2763,108.3561,Plastic,98,3824,11/1/2020
958,"Schmidt, Larson and Hilll",57.4492483,97.3580243,Plastic,751,2922,7/13/2021
959,Ziemann-Beier,28.297306,120.632491,Brass,126,3388,6/19/2022
960,Kozey LLC,6.470326,12.6187506,Rubber,425,2774,10/14/2020
961,Zemlak-Rice,0.6782274,34.1865669,Plastic,793,1436,6/28/2021
962,"Bednar, Schaefer and Aufderhar",52.9376808,87.9774328,Glass,386,3081,4/10/2022
963,Bode Group,-0.3592489,102.3607061,Rubber,233,614,6/24/2021
964,"Reynolds, Gleichner and Gaylord",47.028397,129.0207931,Brass,336,1030,4/27/2021
965,"Boyer, Harris and Ferry",11.4967991,122.6946707,Glass,951,2965,12/3/2020
966,"Graham, Cartwright and Murazik",29.483315,119.872545,Glass,974,3201,5/13/2021
967,"Ernser, Schroeder and Hammes",24.036405,114.559938,Vinyl,260,666,9/8/2022
968,"Langosh, Boyer and Maggio",46.1098585,-71.2983257,Wood,338,1573,12/3/2020
969,"Hane, Armstrong and Hackett",35.2853171,139.854819,Brass,514,2354,6/13/2020
970,Conn Inc,6.1097207,102.2462087,Plastic,197,1195,6/3/2020
971,"Jacobs, Champlin and Feil",-25.6707073,-54.7412036,Aluminum,720,630,5/31/2022
972,"Lehner, Wiegand and Reichert",37.2629988,139.8048354,Aluminum,597,2285,11/22/2021
973,"Schmeler, Ferry and Howe",-7.5450262,111.6556388,Rubber,463,929,3/13/2023
974,"Price, Feil and Lesch",-0.677334,34.779603,Plastic,570,1864,6/27/2020
975,Goyette Group,6.7367367,7.0014657,Brass,19,424,2/24/2021
976,Greenholt-Beatty,40.628952,122.511257,Brass,670,511,3/6/2021
977,"Stroman, Kreiger and Sipes",46.366234,127.010966,Plexiglass,282,1598,6/23/2022
978,Wehner-Fadel,44.0519136,42.8429639,Granite,487,1719,11/17/2020
979,Orn Group,-34.6562639,-58.421763,Glass,258,145,4/22/2021
980,"Zulauf, Russel and Nienow",41.3940988,-8.0276048,Aluminum,406,2816,1/22/2022
981,"Schaefer, McKenzie and Towne",30.857151,120.185838,Aluminum,321,2061,2/2/2021
982,Klein Group,47.6022755,6.2194418,Steel,17,3176,9/15/2021
983,Lynch and Sons,37.1994932,126.8311887,Glass,121,1979,6/9/2020
984,Dach Group,50.9190109,23.5462738,Plexiglass,456,3523,10/14/2021
985,"Carroll, Willms and Dickens",38.8491962,-9.2710509,Wood,468,922,12/26/2020
986,Hauck-Roberts,52.176031,-6.5899765,Granite,157,3429,11/18/2021
987,"Beahan, Orn and Cruickshank",29.985295,122.207215,Plexiglass,915,849,1/8/2021
988,Predovic Group,22.814304,115.955191,Wood,199,1355,4/6/2022
989,Osinski Group,4.6077979,97.0202754,Aluminum,800,2343,2/7/2022
990,Farrell-Legros,49.4744011,19.6404278,Rubber,653,1665,4/20/2021
